"","owner","name","date","version","version_ext","V1","V2","V3","calculated_ver"
"1","angular","angular",2017-06-01,"4.2.0-rc.2","4.2.0","4","2","0",4002000
"2","angular","angular",2017-05-26,"4.2.0-rc.1","4.2.0","4","2","0",4002000
"3","angular","angular",2017-05-19,"4.2.0-rc.0","4.2.0","4","2","0",4002000
"4","angular","angular",2017-05-18,"archive/0503-router",NA,NA,NA,NA,NA
"5","angular","angular",2017-05-17,"4.1.3","4.1.3","4","1","3",4001003
"6","angular","angular",2017-05-17,"archive/0516-nobundle",NA,NA,NA,NA,NA
"7","angular","angular",2017-05-12,"archive/0512-ng1router",NA,NA,NA,NA,NA
"8","angular","angular",2017-05-10,"4.2.0-beta.1","4.2.0","4","2","0",4002000
"9","angular","angular",2017-05-10,"4.1.2","4.1.2","4","1","2",4001002
"10","angular","angular",2017-05-04,"4.2.0-beta.0","4.2.0","4","2","0",4002000
"11","angular","angular",2017-05-04,"4.1.1","4.1.1","4","1","1",4001001
"12","angular","angular",2017-04-30,"archive/0428-cmpout",NA,NA,NA,NA,NA
"13","angular","angular",2017-04-28,"archive/0428-golden",NA,NA,NA,NA,NA
"14","angular","angular",2017-04-27,"archive/0427-redirect",NA,NA,NA,NA,NA
"15","angular","angular",2017-04-26,"4.1.0","4.1.0","4","1","0",4001000
"16","angular","angular",2017-04-25,"archive/0427-transformers",NA,NA,NA,NA,NA
"17","angular","angular",2017-04-21,"archive/0421-router",NA,NA,NA,NA,NA
"18","angular","angular",2017-04-21,"4.1.0-rc.0","4.1.0","4","1","0",4001000
"19","angular","angular",2017-04-21,"4.0.3","4.0.3","4","0","3",4000003
"20","angular","angular",2017-04-19,"archive/0419-tscw",NA,NA,NA,NA,NA
"21","angular","angular",2017-04-17,"archive/0414-upts",NA,NA,NA,NA,NA
"22","angular","angular",2017-04-13,"archive/0413-container",NA,NA,NA,NA,NA
"23","angular","angular",2017-04-13,"archive/0413-kvdiff",NA,NA,NA,NA,NA
"24","angular","angular",2017-04-13,"archive/0413-ref",NA,NA,NA,NA,NA
"25","angular","angular",2017-04-12,"archive/0412-router",NA,NA,NA,NA,NA
"26","angular","angular",2017-04-11,"4.0.2","4.0.2","4","0","2",4000002
"27","angular","angular",2017-04-11,"archive/0411-router",NA,NA,NA,NA,NA
"28","angular","angular",2017-04-10,"archive/0410-routerapprove",NA,NA,NA,NA,NA
"29","angular","angular",2017-04-05,"archive/0404-router",NA,NA,NA,NA,NA
"30","angular","angular",2017-04-04,"archive/0402-router",NA,NA,NA,NA,NA
"31","angular","angular",2017-03-29,"4.1.0-beta.0","4.1.0","4","1","0",4001000
"32","angular","angular",2017-03-29,"4.0.1","4.0.1","4","0","1",4000001
"33","angular","angular",2017-03-28,"archive/0324-differ",NA,NA,NA,NA,NA
"34","angular","angular",2017-03-23,"4.0.0","4.0.0","4","0","0",4e+06
"35","angular","angular",2017-03-23,"4.0.0-rc.6","4.0.0","4","0","0",4e+06
"36","angular","angular",2017-03-22,"archive/0322-upInjTake2",NA,NA,NA,NA,NA
"37","angular","angular",2017-03-21,"archive/0321-cleanup",NA,NA,NA,NA,NA
"38","angular","angular",2017-03-20,"archive/0317-paramMap",NA,NA,NA,NA,NA
"39","angular","angular",2017-03-17,"4.0.0-rc.5","4.0.0","4","0","0",4e+06
"40","angular","angular",2017-03-17,"4.0.0-rc.4","4.0.0","4","0","0",4e+06
"41","angular","angular",2017-03-17,"2.4.10","2.4.10","2","4","10",2004010
"42","angular","angular",2017-03-15,"archive/0314-sanitizer",NA,NA,NA,NA,NA
"43","angular","angular",2017-03-15,"archive/0221-reverta",NA,NA,NA,NA,NA
"44","angular","angular",2017-03-14,"archive/0310-fixutf",NA,NA,NA,NA,NA
"45","angular","angular",2017-03-14,"archive/0313-warn",NA,NA,NA,NA,NA
"46","angular","angular",2017-03-13,"archive/0313-router",NA,NA,NA,NA,NA
"47","angular","angular",2017-03-10,"4.0.0-rc.3","4.0.0","4","0","0",4e+06
"48","angular","angular",2017-03-02,"2.4.9","2.4.9","2","4","9",2004009
"49","angular","angular",2017-03-02,"4.0.0-rc.2","4.0.0","4","0","0",4e+06
"50","angular","angular",2017-02-28,"archive/0227-inj",NA,NA,NA,NA,NA
"51","angular","angular",2017-02-28,"archive/0227-iscmpview",NA,NA,NA,NA,NA
"52","angular","angular",2017-02-25,"4.0.0-rc.1","4.0.0","4","0","0",4e+06
"53","angular","angular",2017-02-24,"archive/0224-ngtpl",NA,NA,NA,NA,NA
"54","angular","angular",2017-02-24,"archive/0111-tpl",NA,NA,NA,NA,NA
"55","angular","angular",2017-02-22,"archive/0221-revertb",NA,NA,NA,NA,NA
"56","angular","angular",2017-02-22,"archive/0222-i18n",NA,NA,NA,NA,NA
"57","angular","angular",2017-02-21,"archive/0216-parse5",NA,NA,NA,NA,NA
"58","angular","angular",2017-02-21,"archive/gh-14155",NA,NA,NA,NA,NA
"59","angular","angular",2017-02-21,"archive/gh-13708",NA,NA,NA,NA,NA
"60","angular","angular",2017-02-20,"archive/0216-wwr2",NA,NA,NA,NA,NA
"61","angular","angular",2017-02-18,"archive/list",NA,NA,NA,NA,NA
"62","angular","angular",2017-02-18,"4.0.0-beta.8","4.0.0","4","0","0",4e+06
"63","angular","angular",2017-02-18,"2.4.8","2.4.8","2","4","8",2004008
"64","angular","angular",2017-02-16,"archive/0215-router",NA,NA,NA,NA,NA
"65","angular","angular",2017-02-16,"archive/0215-routerDoc",NA,NA,NA,NA,NA
"66","angular","angular",2017-02-16,"archive/0214-inj",NA,NA,NA,NA,NA
"67","angular","angular",2017-02-15,"archive/0208-renderv2",NA,NA,NA,NA,NA
"68","angular","angular",2017-02-14,"archive/0214-lint",NA,NA,NA,NA,NA
"69","angular","angular",2017-02-10,"archive/gh-14284",NA,NA,NA,NA,NA
"70","angular","angular",2017-02-09,"4.0.0-beta.7","4.0.0","4","0","0",4e+06
"71","angular","angular",2017-02-09,"2.4.7","2.4.7","2","4","7",2004007
"72","angular","angular",2017-02-08,"archive/0208-i18nParser",NA,NA,NA,NA,NA
"73","angular","angular",2017-02-03,"4.0.0-beta.6","4.0.0","4","0","0",4e+06
"74","angular","angular",2017-02-03,"2.4.6","2.4.6","2","4","6",2004006
"75","angular","angular",2017-01-31,"archive/0130-i18nTake2",NA,NA,NA,NA,NA
"76","angular","angular",2017-01-27,"archive/gh-13861",NA,NA,NA,NA,NA
"77","angular","angular",2017-01-26,"archive/0125-invxtb",NA,NA,NA,NA,NA
"78","angular","angular",2017-01-25,"4.0.0-beta.5","4.0.0","4","0","0",4e+06
"79","angular","angular",2017-01-25,"2.4.5","2.4.5","2","4","5",2004005
"80","angular","angular",2017-01-25,"archive/0125-docregexp",NA,NA,NA,NA,NA
"81","angular","angular",2017-01-24,"archive/0124-i18nEmptyAttr",NA,NA,NA,NA,NA
"82","angular","angular",2017-01-24,"archive/0124-sel",NA,NA,NA,NA,NA
"83","angular","angular",2017-01-24,"archive/0117-xmbph",NA,NA,NA,NA,NA
"84","angular","angular",2017-01-19,"4.0.0-beta.4","4.0.0","4","0","0",4e+06
"85","angular","angular",2017-01-19,"2.4.4","2.4.4","2","4","4",2004004
"86","angular","angular",2017-01-11,"4.0.0-beta.3","4.0.0","4","0","0",4e+06
"87","angular","angular",2017-01-11,"2.4.3","2.4.3","2","4","3",2004003
"88","angular","angular",2017-01-09,"archive/0106-i18nNested",NA,NA,NA,NA,NA
"89","angular","angular",2017-01-09,"archive/0106-tpl",NA,NA,NA,NA,NA
"90","angular","angular",2017-01-06,"2.4.2","2.4.2","2","4","2",2004002
"91","angular","angular",2017-01-06,"archive/0106+-i18bNested",NA,NA,NA,NA,NA
"92","angular","angular",2017-01-06,"archive/0105-parser",NA,NA,NA,NA,NA
"93","angular","angular",2017-01-06,"4.0.0-beta.2","4.0.0","4","0","0",4e+06
"94","angular","angular",2017-01-05,"archive/0105-urltree",NA,NA,NA,NA,NA
"95","angular","angular",2017-01-05,"archive/0104-cpl",NA,NA,NA,NA,NA
"96","angular","angular",2017-01-04,"archive/0103-trackBy",NA,NA,NA,NA,NA
"97","angular","angular",2016-12-22,"archive/1221-i18n",NA,NA,NA,NA,NA
"98","angular","angular",2016-12-22,"4.0.0-beta.1","4.0.0","4","0","0",4e+06
"99","angular","angular",2016-12-21,"2.4.1","2.4.1","2","4","1",2004001
"100","angular","angular",2016-12-20,"2.4.0","2.4.0","2","4","0",2004000
"101","angular","angular",2016-12-20,"2.4.0-marker","2.4.0","2","4","0",2004000
"102","angular","angular",2016-12-19,"archive/1216-i18nNgtools",NA,NA,NA,NA,NA
"103","angular","angular",2016-12-19,"archive/gh-13561",NA,NA,NA,NA,NA
"104","angular","angular",2016-12-15,"archive/1215-i18nex",NA,NA,NA,NA,NA
"105","angular","angular",2016-12-15,"archive/1214-4beta0",NA,NA,NA,NA,NA
"106","angular","angular",2016-12-15,"2.3.1","2.3.1","2","3","1",2003001
"107","angular","angular",2016-12-14,"4.0.0-beta.0","4.0.0","4","0","0",4e+06
"108","angular","angular",2016-12-14,"archive/1213-export",NA,NA,NA,NA,NA
"109","angular","angular",2016-12-14,"archive/1214-i18n",NA,NA,NA,NA,NA
"110","angular","angular",2016-12-13,"archive/1213-typo",NA,NA,NA,NA,NA
"111","angular","angular",2016-12-13,"archive/1212-closeph",NA,NA,NA,NA,NA
"112","angular","angular",2016-12-09,"archive/1208-dotprop",NA,NA,NA,NA,NA
"113","angular","angular",2016-12-09,"archive/1208-fix13322",NA,NA,NA,NA,NA
"114","angular","angular",2016-12-09,"archive/1205-router",NA,NA,NA,NA,NA
"115","angular","angular",2016-12-08,"archive/1208-nestedfn",NA,NA,NA,NA,NA
"116","angular","angular",2016-12-08,"archive/1208-tslint",NA,NA,NA,NA,NA
"117","angular","angular",2016-12-07,"2.3.0","2.3.0","2","3","0",2003000
"118","angular","angular",2016-12-05,"archive/1205-commonexp",NA,NA,NA,NA,NA
"119","angular","angular",2016-12-02,"archive/1201-router",NA,NA,NA,NA,NA
"120","angular","angular",2016-12-02,"archive/1202-router",NA,NA,NA,NA,NA
"121","angular","angular",2016-11-30,"2.3.0-rc.0","2.3.0","2","3","0",2003000
"122","angular","angular",2016-11-30,"2.2.4","2.2.4","2","2","4",2002004
"123","angular","angular",2016-11-30,"archive/1130-i18n",NA,NA,NA,NA,NA
"124","angular","angular",2016-11-23,"2.2.3","2.2.3","2","2","3",2002003
"125","angular","angular",2016-11-22,"2.3.0-beta.1","2.3.0","2","3","0",2003000
"126","angular","angular",2016-11-22,"2.2.2","2.2.2","2","2","2",2002002
"127","angular","angular",2016-11-17,"2.3.0-beta.0","2.3.0","2","3","0",2003000
"128","angular","angular",2016-11-17,"2.2.1","2.2.1","2","2","1",2002001
"129","angular","angular",2016-11-14,"archive/1114-form",NA,NA,NA,NA,NA
"130","angular","angular",2016-11-14,"2.2.0","2.2.0","2","2","0",2002000
"131","angular","angular",2016-11-14,"archive/1028-finger",NA,NA,NA,NA,NA
"132","angular","angular",2016-11-13,"archive/1113-rt",NA,NA,NA,NA,NA
"133","angular","angular",2016-11-11,"archive/gh-12338",NA,NA,NA,NA,NA
"134","angular","angular",2016-11-11,"archive/1110-formclean",NA,NA,NA,NA,NA
"135","angular","angular",2016-11-10,"archive/1109-bs",NA,NA,NA,NA,NA
"136","angular","angular",2016-11-08,"archive/1108-emptyExpr",NA,NA,NA,NA,NA
"137","angular","angular",2016-11-07,"archive/1107-scss",NA,NA,NA,NA,NA
"138","angular","angular",2016-11-05,"archive/1105-facade",NA,NA,NA,NA,NA
"139","angular","angular",2016-11-04,"archive/1104-other",NA,NA,NA,NA,NA
"140","angular","angular",2016-11-04,"archive/1103-facade",NA,NA,NA,NA,NA
"141","angular","angular",2016-11-02,"2.2.0-rc.0","2.2.0","2","2","0",2002000
"142","angular","angular",2016-10-27,"2.1.2","2.1.2","2","1","2",2001002
"143","angular","angular",2016-10-27,"archive/1027-upgError",NA,NA,NA,NA,NA
"144","angular","angular",2016-10-27,"2.2.0-beta.1","2.2.0","2","2","0",2002000
"145","angular","angular",2016-10-26,"archive/1021-fixTypes",NA,NA,NA,NA,NA
"146","angular","angular",2016-10-26,"archive/1020-date",NA,NA,NA,NA,NA
"147","angular","angular",2016-10-26,"archive/1025-g3aot",NA,NA,NA,NA,NA
"148","angular","angular",2016-10-24,"archive/1021-aot",NA,NA,NA,NA,NA
"149","angular","angular",2016-10-20,"2.1.1","2.1.1","2","1","1",2001001
"150","angular","angular",2016-10-20,"2.2.0-beta.0","2.2.0","2","2","0",2002000
"151","angular","angular",2016-10-20,"archive/1019-facade",NA,NA,NA,NA,NA
"152","angular","angular",2016-10-19,"archive/1016-facade",NA,NA,NA,NA,NA
"153","angular","angular",2016-10-12,"archive/1012-switch",NA,NA,NA,NA,NA
"154","angular","angular",2016-10-12,"2.1.0","2.1.0","2","1","0",2001000
"155","angular","angular",2016-10-12,"archive/1011-refl",NA,NA,NA,NA,NA
"156","angular","angular",2016-10-11,"archive/1011-ngC",NA,NA,NA,NA,NA
"157","angular","angular",2016-10-11,"archive/1011-testing",NA,NA,NA,NA,NA
"158","angular","angular",2016-10-08,"archive/1008-shimBefore",NA,NA,NA,NA,NA
"159","angular","angular",2016-10-08,"archive/1007-refComp",NA,NA,NA,NA,NA
"160","angular","angular",2016-10-07,"archive/1007-es5",NA,NA,NA,NA,NA
"161","angular","angular",2016-10-07,"archive/1006-hostbindings",NA,NA,NA,NA,NA
"162","angular","angular",2016-10-06,"archive/1006-docsRouter",NA,NA,NA,NA,NA
"163","angular","angular",2016-10-06,"archive/1005-http",NA,NA,NA,NA,NA
"164","angular","angular",2016-10-06,"archive/1005-refl",NA,NA,NA,NA,NA
"165","angular","angular",2016-10-06,"2.1.0-rc.0","2.1.0","2","1","0",2001000
"166","angular","angular",2016-10-05,"2.0.2","2.0.2","2","0","2",2000002
"167","angular","angular",2016-10-05,"archive/1005-ngzone",NA,NA,NA,NA,NA
"168","angular","angular",2016-10-04,"archive/1004-misc",NA,NA,NA,NA,NA
"169","angular","angular",2016-10-04,"archive/1004-js",NA,NA,NA,NA,NA
"170","angular","angular",2016-10-04,"archive/1002-misc",NA,NA,NA,NA,NA
"171","angular","angular",2016-10-04,"archive/1003-arrowFn",NA,NA,NA,NA,NA
"172","angular","angular",2016-10-04,"archive/1003-shcss",NA,NA,NA,NA,NA
"173","angular","angular",2016-10-02,"archive/0930-headers",NA,NA,NA,NA,NA
"174","angular","angular",2016-09-30,"archive/0930-xlif",NA,NA,NA,NA,NA
"175","angular","angular",2016-09-30,"archive/0924-issueTpl",NA,NA,NA,NA,NA
"176","angular","angular",2016-09-30,"archive/0930-css",NA,NA,NA,NA,NA
"177","angular","angular",2016-09-30,"archive/0925-selector",NA,NA,NA,NA,NA
"178","angular","angular",2016-09-30,"archive/0927-ngStyle",NA,NA,NA,NA,NA
"179","angular","angular",2016-09-30,"archive/0926-parse5",NA,NA,NA,NA,NA
"180","angular","angular",2016-09-28,"archive/0926-shadowCss",NA,NA,NA,NA,NA
"181","angular","angular",2016-09-27,"archive/0927-hostBinding",NA,NA,NA,NA,NA
"182","angular","angular",2016-09-24,"archive/0923-cssPageShim",NA,NA,NA,NA,NA
"183","angular","angular",2016-09-23,"archive/0923-dirs",NA,NA,NA,NA,NA
"184","angular","angular",2016-09-23,"archive/0918-facade",NA,NA,NA,NA,NA
"185","angular","angular",2016-09-23,"2.1.0-beta.0","2.1.0","2","1","0",2001000
"186","angular","angular",2016-09-23,"2.0.1","2.0.1","2","0","1",2000001
"187","angular","angular",2016-09-22,"archive/0921-errorMessage",NA,NA,NA,NA,NA
"188","angular","angular",2016-09-20,"archive/0920-encaps",NA,NA,NA,NA,NA
"189","angular","angular",2016-09-20,"archive/0920-excHandler",NA,NA,NA,NA,NA
"190","angular","angular",2016-09-20,"archive/0919-zone",NA,NA,NA,NA,NA
"191","angular","angular",2016-09-19,"archive/0915-clean",NA,NA,NA,NA,NA
"192","angular","angular",2016-09-19,"archive/0919-fixts",NA,NA,NA,NA,NA
"193","angular","angular",2016-09-19,"archive/0919-node",NA,NA,NA,NA,NA
"194","angular","angular",2016-09-16,"archive/0916-host",NA,NA,NA,NA,NA
"195","angular","angular",2016-09-16,"archive/0916-contentCh",NA,NA,NA,NA,NA
"196","angular","angular",2016-09-16,"archive/0915-cDir",NA,NA,NA,NA,NA
"197","angular","angular",2016-09-15,"archive/0915-offCI18n",NA,NA,NA,NA,NA
"198","angular","angular",2016-09-15,"archive/0914-moduleId",NA,NA,NA,NA,NA
"199","angular","angular",2016-09-14,"2.0.0","2.0.0","2","0","0",2e+06
"200","angular","angular",2016-09-14,"archive/0913-wpFix",NA,NA,NA,NA,NA
"201","angular","angular",2016-09-13,"2.0.0-rc.7","2.0.0","2","0","0",2e+06
"202","angular","angular",2016-09-11,"archive/0910-i18n",NA,NA,NA,NA,NA
"203","angular","angular",2016-09-09,"archive/0909-dirDocs",NA,NA,NA,NA,NA
"204","angular","angular",2016-09-09,"archive/0908-directives",NA,NA,NA,NA,NA
"205","angular","angular",2016-09-09,"archive/0909-fixm",NA,NA,NA,NA,NA
"206","angular","angular",2016-09-09,"archive/0908-common",NA,NA,NA,NA,NA
"207","angular","angular",2016-09-09,"archive/0908-class",NA,NA,NA,NA,NA
"208","angular","angular",2016-09-09,"archive/0909-refatest",NA,NA,NA,NA,NA
"209","angular","angular",2016-09-07,"archive/0907-voidtags",NA,NA,NA,NA,NA
"210","angular","angular",2016-09-07,"archive/0907-fixn2",NA,NA,NA,NA,NA
"211","angular","angular",2016-09-07,"archive/0907-issueTpl",NA,NA,NA,NA,NA
"212","angular","angular",2016-09-02,"archive/0901-domS",NA,NA,NA,NA,NA
"213","angular","angular",2016-09-01,"archive/0831-vmin",NA,NA,NA,NA,NA
"214","angular","angular",2016-09-01,"archive/0901-changelog",NA,NA,NA,NA,NA
"215","angular","angular",2016-08-31,"2.0.0-rc.6","2.0.0","2","0","0",2e+06
"216","angular","angular",2016-08-31,"archive/0823-unkel",NA,NA,NA,NA,NA
"217","angular","angular",2016-08-31,"archive/0830-router",NA,NA,NA,NA,NA
"218","angular","angular",2016-08-31,"archive/TODELNA",NA,NA,NA,NA,NA
"219","angular","angular",2016-08-31,"archive/0830-pub",NA,NA,NA,NA,NA
"220","angular","angular",2016-08-30,"archive/gh-10528",NA,NA,NA,NA,NA
"221","angular","angular",2016-08-26,"archive/0826-fixerror",NA,NA,NA,NA,NA
"222","angular","angular",2016-08-09,"2.0.0-rc.5","2.0.0","2","0","0",2e+06
"223","angular","angular",2016-07-26,"g3_v2_0",NA,NA,NA,NA,NA
"224","angular","angular",2016-07-14,"archive/0714-doc",NA,NA,NA,NA,NA
"225","angular","angular",2016-07-13,"archive/0713-cleanup",NA,NA,NA,NA,NA
"226","angular","angular",2016-07-12,"archive/0711-i18n",NA,NA,NA,NA,NA
"227","angular","angular",2016-07-12,"archive/0712-sar",NA,NA,NA,NA,NA
"228","angular","angular",2016-07-12,"archive/0712-gh9994",NA,NA,NA,NA,NA
"229","angular","angular",2016-07-11,"archive/0711-duplicate",NA,NA,NA,NA,NA
"230","angular","angular",2016-07-11,"archive/0711-rawStyle",NA,NA,NA,NA,NA
"231","angular","angular",2016-07-09,"archive/0708-misc",NA,NA,NA,NA,NA
"232","angular","angular",2016-07-08,"archive/0708-gh9904",NA,NA,NA,NA,NA
"233","angular","angular",2016-07-08,"archive/0707-misc",NA,NA,NA,NA,NA
"234","angular","angular",2016-07-07,"archive/0707-build",NA,NA,NA,NA,NA
"235","angular","angular",2016-07-07,"archive/0707-ngPlural",NA,NA,NA,NA,NA
"236","angular","angular",2016-06-30,"2.0.0-rc.4","2.0.0","2","0","0",2e+06
"237","angular","angular",2016-06-24,"2.0.0-build.8c01008.dart","2.0.0","2","0","0",2e+06
"238","angular","angular",2016-06-24,"2.0.0-build.8c01008.js","2.0.0","2","0","0",2e+06
"239","angular","angular",2016-06-24,"archive/0624-traces",NA,NA,NA,NA,NA
"240","angular","angular",2016-06-23,"archive/i18n-pipes",NA,NA,NA,NA,NA
"241","angular","angular",2016-06-23,"archive/0622-misc",NA,NA,NA,NA,NA
"242","angular","angular",2016-06-22,"archive/0622-querySome",NA,NA,NA,NA,NA
"243","angular","angular",2016-06-22,"archive/0621-i18n",NA,NA,NA,NA,NA
"244","angular","angular",2016-06-21,"2.0.0-rc.3","2.0.0","2","0","0",2e+06
"245","angular","angular",2016-06-21,"2.0.0-build.dafd9d9.dart","2.0.0","2","0","0",2e+06
"246","angular","angular",2016-06-21,"2.0.0-build.dafd9d9.js","2.0.0","2","0","0",2e+06
"247","angular","angular",2016-06-21,"archive/0617-i18n/extract",NA,NA,NA,NA,NA
"248","angular","angular",2016-06-21,"archive/0620-regexp",NA,NA,NA,NA,NA
"249","angular","angular",2016-06-20,"archive/0619-httpstatus",NA,NA,NA,NA,NA
"250","angular","angular",2016-06-20,"2.0.0-build.9d5918e.dart","2.0.0","2","0","0",2e+06
"251","angular","angular",2016-06-20,"2.0.0-build.9d5918e.js","2.0.0","2","0","0",2e+06
"252","angular","angular",2016-06-20,"archive/0620-cleanup",NA,NA,NA,NA,NA
"253","angular","angular",2016-06-20,"archive/0620-interp",NA,NA,NA,NA,NA
"254","angular","angular",2016-06-20,"archive/0620-apiguardian",NA,NA,NA,NA,NA
"255","angular","angular",2016-06-17,"archive/0616-i18n",NA,NA,NA,NA,NA
"256","angular","angular",2016-06-17,"archive/0617-refactor",NA,NA,NA,NA,NA
"257","angular","angular",2016-06-17,"archive/0616-formfacade",NA,NA,NA,NA,NA
"258","angular","angular",2016-06-17,"2.0.0-build.43133b5.dart","2.0.0","2","0","0",2e+06
"259","angular","angular",2016-06-17,"2.0.0-build.43133b5.js","2.0.0","2","0","0",2e+06
"260","angular","angular",2016-06-17,"archive/0616-types",NA,NA,NA,NA,NA
"261","angular","angular",2016-06-16,"2.0.0-build.0069329.dart","2.0.0","2","0","0",2e+06
"262","angular","angular",2016-06-16,"2.0.0-build.0069329.js","2.0.0","2","0","0",2e+06
"263","angular","angular",2016-06-15,"2.0.0-build.ac87a84.dart","2.0.0","2","0","0",2e+06
"264","angular","angular",2016-06-15,"2.0.0-build.ac87a84.js","2.0.0","2","0","0",2e+06
"265","angular","angular",2016-06-15,"2.0.0-rc.2","2.0.0","2","0","0",2e+06
"266","angular","angular",2016-06-11,"archive/0610-types",NA,NA,NA,NA,NA
"267","angular","angular",2016-06-10,"archive/0610-resolver",NA,NA,NA,NA,NA
"268","angular","angular",2016-06-09,"archive/0609-types",NA,NA,NA,NA,NA
"269","angular","angular",2016-06-07,"archive/0531-offline",NA,NA,NA,NA,NA
"270","angular","angular",2016-06-03,"archive/0603-karma",NA,NA,NA,NA,NA
"271","angular","angular",2016-06-02,"archive/0602-textContent",NA,NA,NA,NA,NA
"272","angular","angular",2016-05-26,"archive/0525-e2e",NA,NA,NA,NA,NA
"273","angular","angular",2016-05-19,"archive/gh8732",NA,NA,NA,NA,NA
"274","angular","angular",2016-05-03,"2.0.0-rc.1","2.0.0","2","0","0",2e+06
"275","angular","angular",2016-05-02,"2.0.0-rc.0","2.0.0","2","0","0",2e+06
"276","angular","angular",2016-04-28,"2.0.0-beta.17","2.0.0","2","0","0",2e+06
"277","angular","angular",2016-04-26,"2.0.0-beta.16","2.0.0","2","0","0",2e+06
"278","angular","angular",2016-04-13,"2.0.0-beta.15","2.0.0","2","0","0",2e+06
"279","angular","angular",2016-04-07,"2.0.0-beta.14","2.0.0","2","0","0",2e+06
"280","angular","angular",2016-03-31,"2.0.0-beta.13","2.0.0","2","0","0",2e+06
"281","angular","angular",2016-03-30,"archive/0329-routeName",NA,NA,NA,NA,NA
"282","angular","angular",2016-03-29,"archive/0328-escape",NA,NA,NA,NA,NA
"283","angular","angular",2016-03-25,"archive/0324-onactivate",NA,NA,NA,NA,NA
"284","angular","angular",2016-03-24,"archive/0323-projAs",NA,NA,NA,NA,NA
"285","angular","angular",2016-03-23,"2.0.0-beta.12","2.0.0","2","0","0",2e+06
"286","angular","angular",2016-03-18,"2.0.0-beta.11","2.0.0","2","0","0",2e+06
"287","angular","angular",2016-03-17,"2.0.0-beta.10","2.0.0","2","0","0",2e+06
"288","angular","angular",2016-03-09,"2.0.0-beta.9","2.0.0","2","0","0",2e+06
"289","angular","angular",2016-03-02,"2.0.0-beta.8","2.0.0","2","0","0",2e+06
"290","angular","angular",2016-02-18,"2.0.0-beta.7","2.0.0","2","0","0",2e+06
"291","angular","angular",2016-02-12,"2.0.0-beta.6","2.0.0","2","0","0",2e+06
"292","angular","angular",2016-02-11,"archive/0108-atns",NA,NA,NA,NA,NA
"293","angular","angular",2016-02-11,"2.0.0-beta.5","2.0.0","2","0","0",2e+06
"294","angular","angular",2016-02-10,"2.0.0-beta.4","2.0.0","2","0","0",2e+06
"295","angular","angular",2016-02-03,"2.0.0-beta.3","2.0.0","2","0","0",2e+06
"296","angular","angular",2016-01-28,"archive/0128-zonejs",NA,NA,NA,NA,NA
"297","angular","angular",2016-01-28,"2.0.0-beta.2","2.0.0","2","0","0",2e+06
"298","angular","angular",2016-01-21,"archive/1221-htmllexer",NA,NA,NA,NA,NA
"299","angular","angular",2016-01-19,"archive/1222-compileUnits",NA,NA,NA,NA,NA
"300","angular","angular",2016-01-08,"2.0.0-beta.1","2.0.0","2","0","0",2e+06
"301","angular","angular",2016-01-08,"archive/1214-cd",NA,NA,NA,NA,NA
"302","angular","angular",2015-12-22,"archive/1222-clog",NA,NA,NA,NA,NA
"303","angular","angular",2015-12-21,"archive/1221-brocmap",NA,NA,NA,NA,NA
"304","angular","angular",2015-12-15,"2.0.0-beta.0","2.0.0","2","0","0",2e+06
"305","angular","angular",2015-12-15,"2.0.0-alpha.55","2.0.0","2","0","0",2e+06
"306","angular","angular",2015-12-15,"archive/1215-tplParser",NA,NA,NA,NA,NA
"307","angular","angular",2015-12-15,"2.0.0-alpha.54","2.0.0","2","0","0",2e+06
"308","angular","angular",2015-12-14,"archive/1211-zone0.5.10","0.5.10","0","5","10",5010
"309","angular","angular",2015-12-14,"archive/1213-moduleId",NA,NA,NA,NA,NA
"310","angular","angular",2015-12-13,"2.0.0-alpha.53","2.0.0","2","0","0",2e+06
"311","angular","angular",2015-12-11,"archive/1209-selNs",NA,NA,NA,NA,NA
"312","angular","angular",2015-12-10,"archive/1210-gh5801",NA,NA,NA,NA,NA
"313","angular","angular",2015-12-10,"2.0.0-alpha.52","2.0.0","2","0","0",2e+06
"314","angular","angular",2015-12-10,"2.0.0-alpha.51","2.0.0","2","0","0",2e+06
"315","angular","angular",2015-12-10,"archive/1120-caseSens",NA,NA,NA,NA,NA
"316","angular","angular",2015-12-09,"2.0.0-alpha.50","2.0.0","2","0","0",2e+06
"317","angular","angular",2015-12-09,"2.0.0-alpha.49","2.0.0","2","0","0",2e+06
"318","angular","angular",2015-12-08,"archive/1208-ngForm",NA,NA,NA,NA,NA
"319","angular","angular",2015-12-08,"archive/1208-svgTemplate",NA,NA,NA,NA,NA
"320","angular","angular",2015-12-08,"archive/1207-vicb",NA,NA,NA,NA,NA
"321","angular","angular",2015-12-07,"archive/1207-tplParent",NA,NA,NA,NA,NA
"322","angular","angular",2015-12-05,"archive/1205-firstLf",NA,NA,NA,NA,NA
"323","angular","angular",2015-12-05,"archive/1204-lexCR",NA,NA,NA,NA,NA
"324","angular","angular",2015-12-05,"2.0.0-alpha.48","2.0.0","2","0","0",2e+06
"325","angular","angular",2015-12-04,"archive/1203-selfClosing",NA,NA,NA,NA,NA
"326","angular","angular",2015-12-03,"archive/1203-ngContent",NA,NA,NA,NA,NA
"327","angular","angular",2015-12-03,"archive/1203-commonent",NA,NA,NA,NA,NA
